Date,"Matcha","Bubble tea","Tea","Hot chocolate","Espresso","Latte macchiato","Cappuccino","Chai latte","Pumpkin spice latte","Iced coffee"
2022-11-27,2387,3417,2425,602,1578,288,1943,3,1,184
2022-11-28,2023,2511,2351,648,1589,289,1700,3,1,167
2022-11-29,2130,2368,2500,689,1452,264,1534,4,6,169
2022-11-30,2089,2438,2329,642,1506,253,1636,2,2,155
2022-12-01,1875,2561,2337,740,1398,283,1623,5,0,142
2022-12-02,1762,2219,2040,612,1144,208,1212,3,3,151
2022-12-03,2044,2398,1916,605,1263,245,1470,6,2,145
2022-12-04,1964,2538,2087,683,1250,256,1545,2,1,154
2022-12-05,1825,2015,2223,698,1306,203,1284,3,3,149
2022-12-06,1819,1974,2201,732,1350,207,1374,5,0,159
2022-12-07,1796,2441,2055,689,1204,202,1237,3,1,173
2022-12-08,1984,2100,2058,681,1267,205,1232,3,1,160
2022-12-09,1697,2368,1887,720,1228,205,1159,3,0,172
2022-12-10,2208,2914,2071,609,1358,239,1503,4,1,140
2022-12-11,2117,3006,2493,768,1345,278,1591,7,1,186
2022-12-12,1797,2321,2510,756,1391,239,1412,3,1,211
2022-12-13,1831,2377,2440,910,1328,212,1540,1,0,220
2022-12-14,1712,2401,2372,810,1281,190,1533,1,4,200
2022-12-15,1938,2407,2219,799,1230,200,1305,1,0,160
2022-12-16,1920,2473,1981,733,1231,241,1368,2,3,181
2022-12-17,2085,3413,1922,693,1319,252,1755,3,1,156
2022-12-18,2121,2611,1987,725,1314,240,1692,2,2,173
2022-12-19,1909,2362,2050,716,1328,208,1361,1,2,138
2022-12-20,1790,2350,2153,771,1304,211,1341,6,2,210
2022-12-21,1881,2144,2096,732,1402,182,1343,6,2,156
2022-12-22,1789,2375,1850,829,1310,188,1389,1,1,136
2022-12-23,1845,2297,1754,822,1324,210,1375,1,0,151
2022-12-24,1953,2204,1764,873,1289,193,1427,2,2,111
2022-12-25,2073,2083,1924,875,1455,226,1364,2,3,137
2022-12-26,2163,2388,2159,687,1605,280,1586,3,2,120
2022-12-27,2368,2801,2083,629,1528,271,1611,0,1,132
2022-12-28,2299,2736,2152,536,1529,258,1739,7,1,180
2022-12-29,2302,2716,2115,521,1501,285,1610,2,1,160
2022-12-30,2414,2800,1963,478,1373,321,1598,2,3,123
2022-12-31,2254,2755,2014,450,1408,270,1496,1,1,141
2023-01-01,2253,2443,2004,471,1359,285,1503,1,1,188
2023-01-02,2513,2553,2342,501,1365,268,1542,5,3,199
2023-01-03,2499,2529,2438,485,1437,208,1431,0,2,182
2023-01-04,2333,2541,2235,505,1443,242,1549,2,1,202
2023-01-05,2315,2536,2374,492,1381,235,1491,2,0,220
2023-01-06,2230,2698,2216,448,1280,289,1601,0,1,192
2023-01-07,2816,3281,2119,459,1344,275,1648,1,0,205
2023-01-08,2785,3395,2087,514,1412,290,1618,3,1,203
2023-01-09,2464,2655,2401,479,1376,228,1288,2,2,180
2023-01-10,2502,2502,2308,462,1330,249,1365,8,1,201
2023-01-11,2284,2422,2330,477,1473,229,1368,1,1,189
2023-01-12,2255,2637,2265,489,1405,239,1484,2,3,202
2023-01-13,2352,2858,2271,479,1303,255,1425,2,1,202
2023-01-14,2563,3637,2135,515,1425,326,1690,2,0,218
2023-01-15,2721,3659,2234,525,1490,270,1712,5,1,282
2023-01-16,2624,3031,2268,458,1402,256,1666,0,2,218
2023-01-17,2641,2809,2428,513,1428,214,1607,2,1,207
2023-01-18,2420,3073,2432,402,1441,215,1519,4,2,188
2023-01-19,2308,2875,2535,485,1473,244,1618,1,0,166
2023-01-20,2199,3166,2218,454,1383,230,1632,5,3,172
2023-01-21,2491,3681,2159,459,1522,304,1794,5,0,187
2023-01-22,2553,3798,2358,549,1497,299,1796,2,1,193
2023-01-23,2279,2808,2568,483,1336,221,1456,4,1,181
2023-01-24,2245,2935,2618,507,1419,259,1645,2,1,188
2023-01-25,2275,2787,2405,518,1567,216,1699,2,0,211
2023-01-26,2215,2812,2277,471,1623,267,1581,3,0,209
2023-01-27,2260,3122,2223,447,1496,210,1546,2,0,188
2023-01-28,2646,13566,2194,480,1414,252,1782,2,0,172
2023-01-29,2648,183889,2688,550,1537,280,1732,3,6,223
2023-01-30,2400,143361,2783,534,1459,229,1504,2,1,141
2023-01-31,2124,25837,2497,754,1412,240,1575,1,1,166
2023-02-01,2376,5945,2554,610,1601,262,1629,4,2,185
2023-02-02,2324,4789,2470,432,1430,257,1651,2,0,188
2023-02-03,2303,4762,2235,476,1366,287,1641,0,0,176
2023-02-04,2557,5127,2167,466,1466,328,1855,0,1,181
2023-02-05,2627,4922,2258,466,1404,348,1719,2,0,186
2023-02-06,2315,3940,2266,444,1426,216,1540,2,0,181
2023-02-07,2213,3884,2288,476,1421,286,1509,2,2,175
2023-02-08,2258,3832,2226,465,1385,277,1511,2,2,147
2023-02-09,2275,3797,2337,532,1495,278,1572,7,1,201
2023-02-10,2140,4272,2343,448,1475,287,1503,1,2,133
2023-02-11,2335,4608,2095,485,1432,222,1735,4,0,180
2023-02-12,2490,4423,2265,503,1441,326,1773,0,1,209
2023-02-13,2093,3792,2252,479,1320,223,1503,5,2,188
2023-02-14,2140,4242,2103,476,1411,246,1538,1,0,200
2023-02-15,2243,3523,2404,456,1567,260,1430,3,1,201
2023-02-16,2395,3552,2262,519,1491,292,1428,2,0,194
2023-02-17,2304,3606,2035,388,1464,234,1468,2,2,216
2023-02-18,2427,4128,2097,438,1493,312,1823,0,3,189
2023-02-19,2774,4217,2217,413,1537,344,1801,1,0,214
2023-02-20,2589,3842,2428,445,1474,248,1634,3,1,224
2023-02-21,2581,3457,2344,443,1521,213,1513,2,1,231
2023-02-22,2395,3396,2471,449,1455,229,1519,2,2,214
2023-02-23,2249,3321,2324,463,1470,282,1508,0,2,181
2023-02-24,2555,3647,2391,456,1466,227,1595,1,0,173
2023-02-25,2818,4317,2091,439,1400,296,1748,2,0,190
2023-02-26,2812,4159,2300,445,1426,268,1666,0,1,234
2023-02-27,2472,3433,2453,406,1331,249,1508,0,1,201
2023-02-28,2434,3153,2258,434,1404,276,1525,1,0,192
2023-03-01,2415,3088,2498,365,1395,253,1498,1,0,171
2023-03-02,7614,3255,2300,371,1369,267,1622,1,0,185
2023-03-03,3765,3277,2187,370,1392,280,1608,1,2,195
2023-03-04,3275,4256,2118,388,1335,333,1735,5,1,190
2023-03-05,3436,4141,2099,376,1444,595,1706,2,0,202
2023-03-06,2682,3792,2304,426,1344,301,1605,0,1,186
2023-03-07,2736,3514,2052,355,1443,275,1435,0,2,187
2023-03-08,2715,3429,2259,370,1391,230,1602,1,2,187
2023-03-09,2797,3677,2319,377,1414,240,1466,2,1,212
2023-03-10,2769,3587,2148,356,1405,285,1608,1,1,192
2023-03-11,3153,4171,2279,317,1533,323,1695,4,0,188
2023-03-12,3400,4316,2332,420,1462,327,1733,2,0,221
2023-03-13,2586,3261,2419,395,1420,296,1649,1,0,218
2023-03-14,2650,3179,2502,401,1431,259,1644,3,0,222
2023-03-15,2667,3469,2415,395,1475,336,1597,0,0,207
2023-03-16,2790,3239,2271,442,1507,302,1545,2,1,193
2023-03-17,2935,3463,2246,373,1432,271,1613,2,1,234
2023-03-18,3111,4058,2083,360,1427,300,1840,0,1,186
2023-03-19,3270,4021,2219,419,1615,284,1864,1,6,201
2023-03-20,2969,3250,2436,389,1531,278,1728,2,16,205
2023-03-21,2605,3320,2333,399,1406,276,1812,1,1,215
2023-03-22,2739,3489,2276,369,1489,267,1544,0,0,190
2023-03-23,2565,3360,2187,356,1392,228,1496,2,2,187
2023-03-24,2546,3636,2109,388,1245,258,1519,5,2,228
2023-03-25,2911,4080,2029,335,1388,291,1801,0,1,189
2023-03-26,2850,4212,2153,365,1415,261,1676,5,1,185
2023-03-27,2524,3378,2187,441,1486,301,1494,1,0,180
2023-03-28,2398,3132,2221,416,1409,232,1499,0,3,172
2023-03-29,2357,3600,2265,327,1575,294,1616,2,2,258
2023-03-30,2532,3499,2216,408,1407,241,1449,1,1,183
2023-03-31,2459,3810,2057,332,1358,253,1377,0,0,188
2023-04-01,2711,4210,1962,348,1433,267,1623,2,0,174
2023-04-02,2898,3951,2031,380,1540,302,1513,1,0,198
2023-04-03,2535,3687,2127,333,1329,259,1309,0,0,178
2023-04-04,2420,3481,2000,380,1240,249,1246,2,1,197
2023-04-05,2212,2835,1807,323,1215,234,1025,2,2,165
2023-04-06,2191,3166,1680,319,1151,250,1076,1,2,165
2023-04-07,2445,3300,1570,303,1118,257,1161,1,1,166
2023-04-08,2320,3220,1518,325,1199,289,1303,0,2,160
2023-04-09,2461,3142,1635,298,1078,267,1257,0,1,196
2023-04-10,2285,3023,1722,349,1109,256,1212,2,0,203
2023-04-11,2255,3324,1821,287,1062,198,1048,1,1,195
2023-04-12,2028,2927,1850,324,1083,206,1159,2,2,203
2023-04-13,2104,2782,1679,307,1116,202,1142,0,2,195
2023-04-14,2270,3052,1649,260,1174,246,1189,2,1,221
2023-04-15,2529,3257,1516,254,1111,272,1260,1,4,214
2023-04-16,2447,3280,1714,295,1083,266,1222,1,0,178
2023-04-17,2185,2873,1777,336,1092,217,1239,0,1,180
2023-04-18,2109,2741,1649,319,1056,165,1156,0,0,166
2023-04-19,2208,3114,1882,327,1116,245,1282,2,1,186
2023-04-20,2397,3624,2015,323,1253,243,1506,0,0,192
2023-04-21,2331,4559,1994,327,1239,239,1470,3,0,156
2023-04-22,2738,4931,1848,321,1174,274,1598,1,1,170
2023-04-23,2763,4397,1994,325,1309,318,1630,1,0,239
2023-04-24,2283,3546,2122,343,1421,293,1463,1,1,212
2023-04-25,2317,3627,2167,361,1424,257,1428,1,0,212
2023-04-26,2409,3564,2142,375,1433,279,1523,2,0,244
2023-04-27,2582,3767,2115,309,1338,262,1432,0,0,222
2023-04-28,2308,4090,2224,341,1319,268,1388,1,1,190
2023-04-29,2488,4893,1916,344,1300,302,1467,1,0,240
2023-04-30,2711,6751,2038,317,1433,295,1653,0,1,196
2023-05-01,2479,4676,2244,342,1410,266,1472,0,0,208
2023-05-02,2385,3900,2197,324,1312,285,1386,1,0,184
2023-05-03,2355,3691,2046,312,1355,230,1432,1,0,178
2023-05-04,2449,3963,2261,388,1374,267,1466,0,0,211
2023-05-05,2483,3975,1947,349,1378,288,1472,2,2,281
2023-05-06,3448,4889,1983,334,1503,304,1780,0,1,252
2023-05-07,3672,5114,2066,322,1514,306,1860,4,1,271
2023-05-08,3314,4539,2257,378,1504,325,1705,4,3,271
2023-05-09,3356,4480,2183,365,1583,290,1644,1,1,288
2023-05-10,3297,3910,2211,377,1596,320,1632,3,1,300
2023-05-11,3159,4251,2357,373,1741,336,1710,0,4,273
2023-05-12,3613,4406,2148,335,1564,285,1664,0,1,288
2023-05-13,5431,5506,1896,316,1525,332,1910,5,0,260
2023-05-14,3977,5818,2053,293,1678,319,1891,3,1,263
2023-05-15,3316,4587,2268,364,1514,300,1594,2,0,279
2023-05-16,3284,4244,2443,387,1622,348,1824,0,1,259
2023-05-17,3400,4273,2331,404,1672,335,1670,1,2,278
2023-05-18,3506,4441,2369,455,1579,350,1649,1,0,261
2023-05-19,3289,4760,2287,423,1550,404,1750,0,4,280
2023-05-20,3508,5520,2004,305,1490,441,1853,0,2,307
2023-05-21,3631,5656,2656,367,1529,404,1759,0,1,306
2023-05-22,3158,4313,2222,386,1555,310,1576,1,0,262
2023-05-23,3881,4250,2235,396,1550,356,1623,2,0,307
2023-05-24,3118,4038,2231,340,1495,377,1604,3,0,298
2023-05-25,2978,3809,2190,365,1511,345,1566,0,2,293
2023-05-26,3015,4140,2148,302,1591,382,1716,0,0,280
2023-05-27,3306,5174,1982,339,1617,385,1664,0,1,305
2023-05-28,3334,5246,2041,362,1600,401,1977,0,3,339
2023-05-29,3192,4766,2146,333,1654,440,1799,1,0,289
2023-05-30,3114,4265,2160,329,1588,382,1632,3,1,345
2023-05-31,2891,4179,4657,340,1610,378,1711,2,4,301
2023-06-01,3031,4378,2128,322,1509,402,1571,1,0,274
2023-06-02,2964,4599,2002,323,1445,371,1602,3,1,313
2023-06-03,3184,5312,1979,343,1573,416,1678,1,1,354
2023-06-04,3356,5027,2071,339,1594,370,1814,2,0,388
2023-06-05,3014,3993,2185,321,1620,361,1569,1,1,354
2023-06-06,3120,4130,2086,315,1602,386,1594,1,0,329
2023-06-07,2973,4027,2060,365,1613,375,1585,1,0,314
2023-06-08,3362,4459,2183,355,1551,371,1621,2,0,376
2023-06-09,3419,4803,2233,293,1506,379,1552,0,4,448
2023-06-10,3406,5613,2151,350,1486,404,1726,0,1,389
2023-06-11,3624,5213,2137,280,1554,387,1714,2,1,459
2023-06-12,3149,4541,2359,323,1577,358,1652,1,2,444
2023-06-13,3258,4428,2168,296,1635,390,1587,1,1,440
2023-06-14,3202,4169,2267,304,1562,388,1763,2,0,379
2023-06-15,3270,5343,2193,305,1576,356,1633,2,1,383
2023-06-16,3092,4836,2063,309,1481,350,1573,0,0,345
2023-06-17,3379,5373,1964,310,1545,319,1846,3,0,420
2023-06-18,3607,5402,2010,317,1591,400,1927,5,2,418
2023-06-19,3257,4399,2239,297,1487,356,1723,1,2,360
2023-06-20,3290,3974,2046,319,1514,366,1629,0,0,351
2023-06-21,3200,4182,2221,325,1518,355,1698,2,2,435
2023-06-22,3212,4358,1988,304,1486,347,1722,4,1,390
2023-06-23,3327,4327,1929,280,1454,361,1588,1,2,362
2023-06-24,3698,5060,1893,266,1420,350,1637,0,1,441
2023-06-25,3837,5062,1974,322,1549,359,1901,1,0,546
2023-06-26,3456,4480,2141,339,1472,341,1791,1,1,406
2023-06-27,3332,4432,2153,313,1580,415,1723,1,0,359
2023-06-28,3338,4403,1932,316,1555,379,1667,0,0,316
2023-06-29,3439,4414,2001,352,1488,379,1670,2,0,363
2023-06-30,3146,4492,1921,333,1388,369,1652,0,2,314
2023-07-01,3426,5104,1969,351,1407,407,1811,3,2,345
2023-07-02,3660,5178,2058,372,1649,460,1892,2,1,423
2023-07-03,3526,4378,2357,367,1512,400,1663,2,1,327
2023-07-04,3406,4212,2212,351,1568,418,1603,1,1,352
2023-07-05,3169,4040,2159,369,1554,397,1712,1,0,316
2023-07-06,3382,4220,2361,427,1466,452,1744,2,2,328
2023-07-07,3793,4577,2498,391,1598,397,1777,0,0,388
2023-07-08,3936,5347,2050,327,1659,367,1918,0,0,375
2023-07-09,3805,5566,2255,393,1649,414,1989,1,0,414
2023-07-10,3331,4352,2173,365,1877,362,2032,0,0,443
2023-07-11,3297,4362,2044,361,1608,386,1635,4,2,327
2023-07-12,3297,5445,2136,354,1658,408,1719,0,2,327
2023-07-13,3285,5453,2197,396,1576,366,1748,1,0,365
2023-07-14,3076,4921,2026,334,1581,506,1700,0,4,320
2023-07-15,3547,5747,2023,373,1565,508,1840,1,3,374
2023-07-16,3659,5342,1831,353,1538,495,1846,0,2,383
2023-07-17,3014,4451,2013,362,1528,417,1698,1,1,378
2023-07-18,3041,4303,2220,323,1459,416,1817,0,0,334
2023-07-19,3076,4226,6485,324,1608,431,1844,1,0,321
2023-07-20,3069,4591,2392,371,1845,413,1849,1,0,329
2023-07-21,3079,4816,2018,337,1798,422,1888,0,2,370
2023-07-22,3323,5657,1944,330,1582,473,1963,0,0,362
2023-07-23,3558,5501,2343,404,1640,440,1983,0,0,415
2023-07-24,3291,4439,2279,334,1580,423,1764,2,1,349
2023-07-25,3063,4446,2188,323,1677,417,1752,0,1,360
2023-07-26,3046,4430,2134,373,1708,479,1711,1,1,366
2023-07-27,3093,4337,2208,368,1713,425,1777,0,2,318
2023-07-28,3080,4699,2130,341,1524,440,1724,2,1,321
2023-07-29,3232,5363,2110,411,1759,443,1890,1,0,359
2023-07-30,3550,5249,2149,378,1775,482,1981,1,1,358
2023-07-31,3087,4542,2096,350,1731,401,1807,0,0,336
2023-08-01,3071,4513,2200,390,1709,406,1782,2,0,339
2023-08-02,3189,4399,2173,349,1660,432,1793,0,2,322
2023-08-03,3234,4072,2104,337,1602,433,1811,0,0,327
2023-08-04,3276,4381,2146,374,1504,422,1784,1,2,339
2023-08-05,3506,5276,2017,296,1619,430,2047,0,0,381
2023-08-06,3547,4728,2015,318,1627,413,1929,0,0,337
2023-08-07,3288,4083,2204,319,1596,411,1677,2,2,321
2023-08-08,3234,4013,2270,349,1804,400,1786,2,1,323
2023-08-09,3405,4132,2236,298,1936,391,1818,3,2,292
2023-08-10,3472,4112,2196,286,1900,409,1813,0,1,291
2023-08-11,3847,4323,1972,283,1831,415,1852,4,2,280
2023-08-12,3779,4790,1938,290,1767,424,1824,1,1,347
2023-08-13,3827,4902,2060,320,1680,449,1902,2,1,374
2023-08-14,3780,3918,2033,334,1588,370,1773,0,2,332
2023-08-15,3628,4246,2192,334,1524,366,1621,4,3,434
2023-08-16,3540,4421,2191,376,1630,382,1701,0,2,437
2023-08-17,3690,4568,2053,281,1921,437,1801,1,1,382
2023-08-18,3615,4648,2229,293,1605,356,1696,2,1,345
2023-08-19,3966,5404,2050,313,1587,400,1824,4,0,415
2023-08-20,3921,5266,2140,297,1538,363,1785,0,3,430
2023-08-21,3639,4223,2163,308,1452,340,1535,1,0,354
2023-08-22,5286,4344,2853,280,1531,369,1672,2,4,357
2023-08-23,4136,4440,2250,349,1581,357,1769,3,3,366
2023-08-24,2747,3593,2125,354,1609,384,1653,0,1,349
2023-08-25,2608,3383,2089,256,1575,385,1627,2,3,293
2023-08-26,2844,4098,2449,268,1604,379,1933,3,2,298
2023-08-27,2851,3932,2413,331,1536,383,1823,2,1,287
2023-08-28,2595,3505,2362,296,1531,388,1588,0,4,250
2023-08-29,2400,3310,2352,316,1508,384,1643,2,5,235
2023-08-30,2331,3162,2189,291,1502,385,1627,0,4,263
2023-08-31,2334,3110,2178,316,1610,407,1620,3,2,267
2023-09-01,2382,3163,2194,270,1498,374,1789,2,2,237
2023-09-02,2598,3465,2160,253,1536,413,1806,1,4,274
2023-09-03,2670,3549,2191,426,1605,404,1741,1,0,302
2023-09-04,2678,3382,2216,318,1640,390,1838,1,1,367
2023-09-05,2351,3033,2365,294,1469,366,1611,0,3,308
2023-09-06,2982,3330,2492,377,1547,389,1584,2,3,287
2023-09-07,3436,3540,2526,368,1648,350,1723,1,3,307
2023-09-08,3483,3817,2422,364,1483,371,1609,0,5,348
2023-09-09,3646,4533,2171,389,1564,412,1758,1,2,522
2023-09-10,3792,4747,2391,371,1536,403,1879,1,1,358
2023-09-11,3255,3803,2629,344,1580,371,1659,1,4,303
2023-09-12,3203,3389,2752,362,1592,407,1689,1,2,282
2023-09-13,3573,3393,2756,462,1590,447,1638,2,1,248
2023-09-14,3620,3352,2563,502,1576,415,1725,1,4,267
2023-09-15,3710,3620,2483,466,2447,498,4294,0,6,253
2023-09-16,4283,4366,2413,358,1727,509,2424,1,2,282
2023-09-17,4228,4160,2374,375,1662,484,2128,1,1,289
2023-09-18,2726,3279,2330,374,1656,415,1953,2,6,257
2023-09-19,2482,3124,2461,455,1744,408,1792,3,3,271
2023-09-20,2403,3165,2520,411,1736,378,1857,4,5,247
2023-09-21,2409,3351,2404,369,1603,409,1741,1,3,269
2023-09-22,2304,3590,2362,403,1546,413,1930,2,2,291
2023-09-23,2649,4128,2280,426,1584,515,2080,1,0,279
2023-09-24,3052,4166,2403,429,1572,497,1987,2,1,341
2023-09-25,2478,3509,2524,368,1642,401,1810,3,2,291
2023-09-26,2388,3516,2385,410,1690,436,1983,4,0,284
2023-09-27,2328,3350,2374,384,1539,433,1810,2,3,232
2023-09-28,2266,3523,2279,411,1556,390,1890,2,3,273
2023-09-29,2352,3818,2156,388,1626,425,1853,1,6,295
2023-09-30,2610,4220,2227,417,1567,383,2076,1,1,294
2023-10-01,2860,4096,2286,432,1606,491,2115,1,4,337
2023-10-02,2349,3554,2400,445,1676,357,1917,0,4,282
2023-10-03,2314,3995,2326,433,1658,415,1864,0,3,287
2023-10-04,2355,3472,2257,408,1656,404,1812,2,4,265
2023-10-05,2201,3416,2341,405,1548,379,1806,1,1,281
2023-10-06,2320,3411,2211,404,1807,448,1944,3,4,226
2023-10-07,2467,4231,2182,446,1667,436,1960,2,7,278
2023-10-08,2715,4068,2262,429,1610,469,2164,1,4,279
2023-10-09,2380,3208,2467,449,1490,355,1837,4,2,243
2023-10-10,2358,2957,2425,433,1566,376,1759,2,1,234
2023-10-11,2282,3013,2396,469,1628,419,1816,0,5,233
2023-10-12,2206,3155,2294,431,1606,383,1852,4,0,285
2023-10-13,2114,3287,2190,466,1475,397,2052,2,4,218
2023-10-14,2645,3873,2053,426,1517,435,2082,1,2,203
2023-10-15,2556,3871,2212,469,1646,475,2081,4,4,245
2023-10-16,2253,3419,2403,508,1571,432,1858,2,6,200
2023-10-17,2120,3760,2350,496,1596,405,1790,2,9,224
2023-10-18,2210,3131,2365,538,1713,407,1852,1,7,245
2023-10-19,2350,3189,2380,434,1601,412,1774,2,1,242
2023-10-20,2239,3312,2231,413,1558,397,1964,1,7,205
2023-10-21,2438,3917,2083,446,1610,454,1992,1,11,218
2023-10-22,2614,3885,2166,530,1672,495,2041,4,7,215
2023-10-23,2177,3144,2414,510,1545,408,1877,3,5,240
2023-10-24,2266,3028,2324,526,1604,428,1914,0,3,201
2023-10-25,2192,3030,2452,464,1625,442,1891,1,4,189
2023-10-26,2155,3102,2424,478,1611,414,1830,2,11,200
2023-10-27,2207,3159,2243,528,1598,385,1822,0,6,185
2023-10-28,2269,3494,1987,521,1681,414,1988,3,12,181
2023-10-29,2372,3286,2261,556,1571,445,2102,6,3,211
2023-10-30,2050,2785,2342,618,1544,351,1911,0,9,198
2023-10-31,1982,2458,2521,628,1504,305,1839,0,4,159
2023-11-01,2004,2596,2412,534,1476,374,1895,1,7,213
2023-11-02,2172,2762,2726,625,1588,371,1850,5,6,198
2023-11-03,2048,2970,2305,513,1650,341,2055,0,6,199
2023-11-04,2386,3807,2193,567,1562,424,2176,3,1,172
2023-11-05,2482,3825,2216,527,1725,418,2165,1,2,201
2023-11-06,2185,2946,2669,534,1601,395,1890,2,6,205
2023-11-07,2083,2774,2451,553,1612,362,1921,5,3,210
2023-11-08,2090,3121,2369,537,1690,370,2668,0,6,253
2023-11-09,2043,2998,2389,544,1612,379,1897,6,4,211
2023-11-10,2165,2975,2183,523,1546,380,2000,0,4,182
2023-11-11,2310,3671,1948,550,1642,453,2096,2,0,216
2023-11-12,2444,3576,2001,634,1665,434,2044,0,0,220
2023-11-13,2195,3046,2637,595,1621,329,1817,2,1,245
2023-11-14,1998,2743,2467,576,1668,364,1806,1,1,205
2023-11-15,2076,2547,2245,555,1552,336,1792,1,1,174
2023-11-16,1898,3038,2282,542,1642,313,1818,5,3,235
2023-11-17,1905,2936,2159,528,1608,335,1917,3,1,171
2023-11-18,2143,3589,2358,575,1678,478,2053,0,5,175
2023-11-19,2489,3533,2532,612,1902,458,2206,8,3,246
2023-11-20,2138,2907,2679,703,1719,436,1888,3,4,203
2023-11-21,3256,3126,2474,601,1696,457,1840,3,2,216
2023-11-22,2721,3395,2476,680,1873,454,1939,1,3,214
2023-11-23,3682,2955,2200,619,1858,412,1827,2,2,181
2023-11-24,2877,2963,2116,633,1902,477,1908,0,4,189
2023-11-25,3009,3550,2207,745,1918,548,2053,1,4,205
2023-11-26,2702,4090,2388,739,1985,544,1951,3,3,230
2023-11-27,2544,3043,2617,753,1872,414,1901,1,2,209
2023-11-28,2332,2749,2653,687,1726,416,1937,2,2,182
2023-11-29,2155,3398,2526,686,1703,371,1918,6,6,223
2023-11-30,2302,2922,2441,834,1779,375,1965,3,1,176
2023-12-01,2335,3116,2242,793,1695,390,1828,0,0,178
2023-12-02,2494,4327,2257,794,1924,523,1902,1,6,199
2023-12-03,2452,3394,2416,894,1676,513,1820,3,1,138
2023-12-04,2095,2729,2649,734,1688,461,1799,1,7,201
2023-12-05,1963,2696,2495,822,1707,420,1817,4,3,204
2023-12-06,2150,3006,2491,891,1716,432,1752,3,0,149
2023-12-07,2025,3156,2557,802,1804,439,2039,1,5,187
2023-12-08,2081,3282,2294,796,1710,391,1862,2,2,197
2023-12-09,2510,3587,2258,656,1673,506,2057,3,5,181
2023-12-10,2508,3493,2365,794,1741,497,2144,2,4,209
2023-12-11,2344,2973,2610,896,1719,390,1866,2,2,195
2023-12-12,2090,2979,2607,901,1703,367,1826,2,3,208
2023-12-13,2205,2901,2785,879,1578,350,1878,1,3,208
2023-12-14,2205,2894,2453,789,1838,501,2671,2,1,174
2023-12-15,2184,3383,2394,888,1735,487,2191,0,1,220
2023-12-16,2508,4575,2374,884,1788,580,2261,1,3,205
2023-12-17,2487,4378,2360,914,1895,641,2280,2,2,183
2023-12-18,2343,6207,2482,911,1744,541,2138,1,22,211
2023-12-19,2178,4086,2534,947,3331,591,2521,3,6,202
2023-12-20,2189,3334,2477,848,1734,536,2042,1,3,200
2023-12-21,2244,3311,2375,953,1714,573,2120,4,3,191
2023-12-22,2284,3429,2177,897,1563,594,2120,1,1,165
2023-12-23,2477,3336,2006,930,1784,615,2205,0,0,180
2023-12-24,2364,3180,1977,928,1658,531,2093,2,2,172
2023-12-25,2466,3271,1985,1044,1855,578,2097,2,2,170
2023-12-26,2663,3334,2212,757,2003,648,2346,2,6,171
2023-12-27,2857,3359,2299,676,1896,602,2291,1,3,176
2023-12-28,2782,3655,2349,668,1884,698,2443,1,1,192
2023-12-29,2702,3973,2167,638,1790,668,2385,2,6,208
2023-12-30,2777,3981,2298,583,1904,713,2471,0,4,172
2023-12-31,2408,4017,2143,641,1764,660,2394,3,0,215
2024-01-01,2538,3313,2202,607,1654,533,2102,0,0,208
2024-01-02,2561,3467,2425,635,1782,558,2061,0,5,178
2024-01-03,2561,3370,2674,569,1773,523,2150,1,0,200
2024-01-04,2746,3447,2579,603,1807,571,2259,2,0,168
2024-01-05,2766,3554,2536,667,1793,562,2266,1,1,208
2024-01-06,3002,10289,2438,637,1828,617,2615,0,1,220
2024-01-07,2999,5348,2526,709,1927,619,2576,1,0,215
2024-01-08,2669,3681,2564,617,1626,456,2061,1,6,170
2024-01-09,2800,3640,3068,648,1815,478,2412,1,3,212
2024-01-10,2598,3627,3057,616,1850,476,2303,3,2,190
2024-01-11,2662,3690,2892,589,1830,481,2364,0,1,217
2024-01-12,2681,4142,2661,585,1732,592,2498,2,0,233
2024-01-13,3041,4786,2393,583,1980,682,2751,6,4,227
2024-01-14,3220,4441,2559,680,1810,725,2601,5,1,204
2024-01-15,3018,4632,2689,707,1908,681,2511,0,1,191
2024-01-16,2800,4001,2695,671,1832,647,2388,2,2,181
2024-01-17,2844,3565,2822,573,1908,580,2255,1,1,224
2024-01-18,2910,3582,2725,603,1769,563,2359,3,3,773
2024-01-19,2911,3497,2765,620,1712,588,2198,2,4,400
2024-01-20,3373,6180,2368,638,1908,612,2595,0,12,206
2024-01-21,3479,4791,2597,663,2069,610,2693,0,4,234
2024-01-22,3033,3772,2738,570,1835,541,2262,4,1,209
2024-01-23,2908,3309,2937,575,1788,548,2242,3,3,205
2024-01-24,2966,3480,3302,549,1807,510,2201,0,0,204
2024-01-25,2943,3625,3135,533,1963,576,2281,2,7,197
2024-01-26,2865,3851,2817,512,1807,588,2289,1,3,212
2024-01-27,3312,4413,2720,455,1865,712,2598,1,4,234
2024-01-28,3270,4284,2877,530,1986,700,2511,2,0,213
2024-01-29,2934,3387,3009,587,1888,520,2234,4,1,210
2024-01-30,3528,3332,2985,563,1727,515,2106,4,0,210
2024-01-31,3178,3374,2865,779,1848,522,2260,4,3,158
2024-02-01,3064,3107,2669,552,1751,509,2093,0,3,240
2024-02-02,3061,3384,2366,471,1563,486,2017,0,1,149
2024-02-03,3525,4444,2147,487,1675,667,2278,1,2,192
2024-02-04,3784,4323,2607,630,1616,678,2443,1,2,245
